id,family,citation,source,source_codepoints,expected_braille,expected_dot_notation,accepted_braille,accepted_dot_notation,evidence_tier,official_example_available,notes,gap_classification,typeform_spec,back_test,n_a_grade
spacing_nbsp,Spacing,3.23,a b,U+0061 U+00A0 U+0062,⠁⠀⠃,1 0 12,,,DERIVED,YES,V1 source-normalization policy: NBSP outside numeric context is mapped to an ordinary space before translation. Raw Liblouis output is not accepted without that normalization.,NORMALIZATION_PROBLEM,,YES,NO
spacing_thin_zero_width,Spacing,3.23,a b​a,U+0061 U+2009 U+0062 U+200B U+0061,⠁⠀⠃⠀⠁,1 0 12 0 1,,,CONSTRUCTED,YES,V1 source-normalization policy: U+2009 is ordinary spacing and U+200B is removed as an extraction separator in this plain-text probe; the resulting ordinary spaces are PASS-PROVISIONAL.,SOURCE_EXTRACTION_RISK,,YES,NO
typeform_italic,Typeforms,9.2-9.4,italic,U+0069 U+0074 U+0061 U+006C U+0069 U+0063,⠨⠂⠊⠞⠁⠇⠊⠉,46 2 24 2345 1 123 24 14,,,DERIVED,YES,,,"{""italic"":[0,1,2,3,4,5]}",YES,NO
typeform_bold,Typeforms,9.2-9.4,bold,U+0062 U+006F U+006C U+0064,⠘⠂⠃⠕⠇⠙,45 2 12 135 123 145,,,DERIVED,YES,,,"{""bold"":[0,1,2,3]}",YES,NO
typeform_underline,Typeforms,9.2-9.4,under,U+0075 U+006E U+0064 U+0065 U+0072,⠸⠂⠥⠝⠙⠑⠗,456 2 136 1345 145 15 1235,,,DERIVED,YES,,,"{""underline"":[0,1,2,3,4]}",YES,NO
typeform_number_symbol,Typeforms,9.2.1,8,U+0038,⠨⠆⠼⠓,46 23 3456 125,,,OFFICIAL,YES,Official rule 9.2.1 example family: a typeform symbol indicator before a number.,,"{""italic"":[0]}",YES,NO
typeform_number,Typeforms,9.3.1,123,U+0031 U+0032 U+0033,⠨⠂⠼⠁⠃⠉,46 2 3456 1 12 14,,,DERIVED,YES,Rule 9.3.1 permits a typeform word indicator to set the typeform for the following numeric symbols-sequence.,,"{""italic"":[0,1,2]}",YES,NO
typeform_passage,Typeforms,9.4,one two three,U+006F U+006E U+0065 U+0020 U+0074 U+0077 U+006F U+0020 U+0074 U+0068 U+0072 U+0065 U+0065,⠨⠶⠕⠝⠑⠀⠞⠺⠕⠀⠞⠓⠗⠑⠑⠨⠄,46 2356 135 1345 15 0 2345 2456 135 0 2345 125 1235 15 15 46 3,,,DERIVED,YES,Three typeformed symbols-sequences exercise passage opening and termination.,,"{""italic"":[0,1,2,3,4,5,6,7,8,9,10,11,12]}",YES,NO
typeform_word_punctuation,Typeforms,9.7.2,word!,U+0077 U+006F U+0072 U+0064 U+0021,⠨⠂⠺⠕⠗⠙⠨⠄⠖,46 2 2456 135 1235 145 46 3 235,,,DERIVED,YES,"Punctuation is outside the supplied word typeform, so the terminator precedes it.",,"{""italic"":[0,1,2,3]}",YES,NO
typeform_multiple,Typeforms,9.8.1,word,U+0077 U+006F U+0072 U+0064,⠘⠂⠨⠂⠺⠕⠗⠙,45 2 46 2 2456 135 1235 145,,,DERIVED,YES,"Two simultaneous typeforms; Liblouis chooses an order, while UEB does not prescribe one.",,"{""italic"":[0,1,2,3],""bold"":[0,1,2,3]}",YES,NO
na_grade_contracted_sentence,N/A-GRADE,"4.1, 2.5",A boy and his dog were on the path.,U+0041 U+0020 U+0062 U+006F U+0079 U+0020 U+0061 U+006E U+0064 U+0020 U+0068 U+0069 U+0073 U+0020 U+0064 U+006F U+0067 U+0020 U+0077 U+0065 U+0072 U+0065 U+0020 U+006F U+006E U+0020 U+0074 U+0068 U+0065 U+0020 U+0070 U+0061 U+0074 U+0068 U+002E,,,,,N/A-GRADE,YES,Rulebook example is contracted; deliberately not compared with en-ueb-g1.,,,YES,YES
na_grade_contracted_quotes,N/A-GRADE,7.6,“Why is that?” he asked.,U+201C U+0057 U+0068 U+0079 U+0020 U+0069 U+0073 U+0020 U+0074 U+0068 U+0061 U+0074 U+003F U+201D U+0020 U+0068 U+0065 U+0020 U+0061 U+0073 U+006B U+0065 U+0064 U+002E,,,,,N/A-GRADE,YES,Rulebook example is contracted; deliberately not compared with en-ueb-g1.,,,YES,YES
na_grade_contracted_numeric,N/A-GRADE,6.7,"The temperature was 100,000°C.",U+0054 U+0068 U+0065 U+0020 U+0074 U+0065 U+006D U+0070 U+0065 U+0072 U+0061 U+0074 U+0075 U+0072 U+0065 U+0020 U+0077 U+0061 U+0073 U+0020 U+0031 U+0030 U+0030 U+002C U+0030 U+0030 U+0030 U+00B0 U+0043 U+002E,,,,,N/A-GRADE,YES,Rulebook example is contracted; deliberately not compared with en-ueb-g1.,,,YES,YES
